Source,Dest,RateLimit,Latency,LeaseCost
20,46,8,11.684508,1067
20,36,20,15.874553,722
39,6,19,1.625889,199
46,5,6,16.350583,132
28,27,9,9.802109,503
0,63,20,8.854665,368
49,59,12,16.297589,177
45,68,7,5.586940,452
48,42,7,18.702371,1116
47,16,5,5.522362,350
54,59,11,13.762168,665
19,33,9,11.285382,897
59,14,7,9.536044,290
4,46,8,0.182335,1077
38,25,13,14.114107,927
37,41,20,0.255762,729
36,24,20,10.500579,240
44,3,8,14.731076,829
26,9,14,12.513245,1074
13,27,10,8.583349,573
24,52,13,7.332023,641
55,35,15,15.467228,740
45,8,20,4.129762,1151
45,38,13,5.054126,145
56,49,11,10.093144,844
49,5,9,6.374478,628
68,15,11,19.351909,989
27,52,8,14.478930,787
20,7,13,3.293262,867
59,35,13,20.016648,610
56,11,6,12.693796,849
62,34,15,14.845656,995
32,43,10,17.652953,895
64,65,6,9.269215,616
27,47,11,10.212167,940
61,64,15,9.628641,728
34,58,6,12.024808,394
65,13,10,3.218870,501
36,66,10,5.162412,483
66,1,11,3.354428,910
52,11,6,1.550293,882
30,18,18,1.752401,422
53,27,16,4.225833,1199
45,29,18,8.582317,128
39,5,11,20.359294,202
40,5,7,13.287289,274
27,15,8,18.357249,873
47,26,13,4.580852,1124
40,42,8,14.650982,363
44,46,15,16.926566,1160
21,50,8,13.384616,920
37,45,16,13.184998,986
18,23,20,18.451579,445
43,39,12,0.009709,1160
23,58,11,18.727908,404
22,6,18,18.537392,330
65,40,18,6.026112,404
49,15,16,12.635215,1177
13,47,20,7.611565,841
64,52,17,8.094492,559
25,63,11,15.323978,932
34,2,17,8.054689,237
55,12,18,15.946913,440
37,59,20,4.961334,666
52,50,17,12.184880,570
42,4,12,18.882025,442
31,1,7,3.482263,323
0,49,9,20.244039,571
26,21,12,7.009779,443
53,8,12,12.478330,947
2,54,14,10.582541,432
56,33,15,1.679191,272
50,62,18,19.521383,816
59,32,16,16.635897,257
2,17,12,15.522632,318
69,38,9,17.084978,1053
2,56,6,0.487595,499
20,63,11,1.797021,807
56,18,18,9.959097,935
17,35,9,5.425631,286
3,1,16,11.037676,552
5,43,5,11.643723,784
62,18,8,7.653347,137
45,37,9,19.948718,593
2,38,13,7.452489,1196
56,0,12,19.705006,1161
20,25,7,8.484398,953
22,58,10,6.950142,886
59,37,10,17.450419,515
59,29,8,5.660948,196
28,51,9,5.195196,285
5,49,13,18.842172,1056
41,63,13,19.924532,337
29,64,9,17.052789,775
58,50,5,5.697687,669
2,63,7,13.184306,696
18,4,12,11.510950,1123
66,38,17,9.910507,413
48,0,6,14.669321,753
23,51,5,12.544911,194
60,44,10,15.901487,1138
53,54,20,0.320218,698
56,30,6,11.139154,738
7,10,6,4.432127,1167
8,22,9,7.609175,840
51,5,13,4.813508,288
44,40,13,11.933724,595
30,28,19,16.912577,402
61,8,17,2.443107,978
17,0,13,0.694017,582
39,2,9,5.004637,1036
27,13,7,2.157386,1156
64,27,7,9.175681,196
45,32,8,1.159483,783
50,14,12,19.078487,481
33,29,5,5.872908,932
38,5,11,0.718239,660
47,3,14,3.141640,674
10,15,17,2.147453,798
52,49,16,16.111917,535
53,18,10,15.677930,989
1,2,11,2.042310,539
66,57,5,12.423220,423
11,46,5,12.070698,410
22,0,18,3.937607,1066
11,48,16,15.053099,1020
54,56,18,19.161867,515
26,57,14,7.579128,943
69,17,17,14.079860,753
50,31,9,6.456025,139
37,29,12,16.345598,554
2,27,9,7.619175,792
49,58,20,1.244768,988
50,59,15,1.255242,303
47,59,20,12.360858,450
18,62,15,4.318085,1018
62,51,20,4.559881,1036
18,64,15,4.036663,630
41,36,14,1.607077,673
68,32,20,15.422800,471
53,33,5,18.557569,1026
44,66,13,9.434569,752
16,32,6,5.235970,362
8,58,20,2.248692,1056
52,10,13,16.917127,660
63,52,8,1.605946,667
67,55,5,5.925246,151
67,40,15,14.634736,856
23,4,17,2.301298,583
3,4,15,12.818527,703
36,46,15,13.597715,445
7,9,16,9.789501,851
51,17,14,3.338489,913
26,30,20,16.671131,296
65,66,9,7.106861,858
15,33,9,10.998075,351
31,0,5,2.041073,480
61,17,5,4.862708,1110
6,28,14,8.698083,532
39,17,8,2.237248,924
44,34,12,16.029654,519
25,12,9,3.657087,1122
63,66,19,20.404619,879
27,45,16,7.964481,1131
24,57,12,1.947490,258
11,17,20,13.057840,201
22,43,10,5.480630,598
25,33,11,5.947328,594
26,28,19,4.603531,474
42,62,13,19.179853,475
0,16,7,4.799209,850
6,1,13,15.492952,674
34,11,14,19.669208,301
11,40,18,14.792430,216
9,31,12,0.599812,364
52,48,14,20.196221,938
36,6,14,13.317076,162
40,55,14,15.116252,1011
69,43,10,11.688995,723
22,40,14,5.440930,883
20,31,17,16.764242,675
20,26,12,5.137760,1149
24,25,7,19.787488,394
2,35,11,17.817078,857
3,26,16,1.349751,200
13,57,16,5.972911,641
7,36,10,20.310652,301
10,65,10,17.016164,521
58,2,18,11.500435,119
53,30,13,14.040120,1079
26,25,19,5.501996,109
25,31,5,5.335318,140
44,64,11,1.960787,1151
64,5,11,0.437162,890
14,42,14,8.278609,1076
69,67,9,13.318591,1167
59,56,6,8.224777,752
26,16,12,10.099540,327
10,67,13,2.726368,953
15,48,10,20.342817,777
30,16,6,16.440394,760
46,16,5,9.589596,1125
17,29,15,17.792664,743
21,61,12,5.115839,866
0,39,19,5.115165,396
10,2,19,13.655585,716
35,33,15,15.985272,280
5,46,10,5.362131,294
56,35,12,19.618669,897
0,59,16,7.540389,907
61,40,13,3.727643,848
17,42,8,15.395569,964
56,17,8,5.035554,806
42,45,13,11.685890,824
47,44,5,12.973139,106
21,41,6,13.561875,700
15,56,18,18.266226,441
46,39,13,0.976127,517
5,31,20,18.720887,385
5,38,16,17.804993,1183
46,66,7,12.464012,117
57,65,16,14.065352,102
33,48,14,1.939354,409
13,49,19,13.057402,264
65,43,13,20.387936,938
17,18,14,6.649553,1117
58,9,8,16.496359,1065
24,27,10,9.984511,388
65,18,12,17.652580,656
62,28,19,17.895385,1137
32,65,7,14.521818,133
61,58,16,14.353608,983
48,11,6,10.394408,673
40,31,8,9.685535,670
42,9,18,5.624272,127
12,54,12,15.091873,1185
53,10,16,16.548639,346
69,51,15,3.612286,147
37,60,14,11.524093,988
29,35,14,2.240633,344
68,25,18,18.899925,1055
17,46,20,10.353725,394
6,29,8,14.480217,800
64,48,16,15.217930,303
65,46,6,15.572038,919
45,11,20,6.793848,1013
35,38,12,10.615094,861
13,18,8,10.463747,778
62,9,9,8.038497,952
27,20,11,7.614100,592
57,24,12,13.512693,454
32,16,14,7.318106,179
57,33,15,15.387195,1019
59,49,13,16.596275,435
6,54,11,0.990474,805
62,5,19,6.529600,896
46,29,12,12.426150,382
2,13,7,15.769644,840
48,33,14,3.211533,552
21,2,10,0.041268,840
14,31,16,20.478197,163
58,49,19,11.044696,647
63,29,17,14.956053,523
52,42,6,9.423022,358
46,63,8,8.493323,571
6,16,16,6.345020,888
23,24,13,9.269584,981
45,27,17,14.743584,484
66,18,20,8.675368,187
56,34,7,7.847117,717
34,37,17,8.353897,936
1,4,7,12.675587,1114
45,12,16,11.116362,462
66,33,11,13.676510,871
43,57,18,5.357690,813
64,39,14,19.958761,1170
41,50,20,9.237234,655
21,7,20,8.479461,149
10,30,20,3.559094,493
59,0,6,12.254259,1057
7,50,9,8.063866,135
13,24,15,11.460283,925
57,6,6,6.031081,169
26,14,18,17.118053,572
29,8,8,17.919839,147
19,58,14,0.874391,876
65,41,9,1.055687,641
35,59,18,7.130147,127
58,44,15,7.032194,915
11,10,11,10.486823,521
22,32,5,16.745706,1102
66,9,13,9.493381,465
27,67,8,5.731113,334
56,28,19,5.532733,1081
2,25,13,16.376105,273
64,60,17,12.514249,360
41,38,9,2.428498,734
8,52,18,7.962108,583
67,48,14,0.292337,135
19,50,8,5.187538,181
64,26,16,2.096267,898
68,58,7,15.699462,321
67,13,14,4.191568,728
52,22,19,5.928529,323
51,32,10,10.797993,1197
36,34,15,9.049109,107
42,31,7,12.013672,761
38,34,10,14.204087,550
10,39,12,17.728209,473
53,5,17,14.136393,324
29,9,12,19.606484,930
46,45,18,3.812422,790
17,50,18,18.988830,378
19,63,11,13.613941,387
1,20,19,2.094885,1060
10,61,20,2.942421,1055
54,39,15,11.742905,529
58,14,12,1.422247,452
54,50,16,1.911929,197
45,34,18,1.653431,480
40,61,10,19.232399,686
4,36,20,16.436225,180
28,21,16,11.558846,664
5,36,20,10.838909,1052
10,17,7,0.970404,199
20,35,12,1.419470,1151
22,67,12,6.258601,621
40,51,12,4.875866,1060
17,31,15,8.002545,1046
28,41,7,16.976543,949
38,10,16,10.943930,1007
2,47,9,13.452474,393
13,6,9,12.715583,707
51,64,18,8.116465,1170
49,41,17,7.969519,240
44,61,17,14.512190,407
31,13,20,18.574503,1066
9,52,14,15.637767,157
32,41,5,6.199530,1034
62,12,8,19.398998,1160
17,37,10,5.183442,921
35,30,20,5.048190,105
11,36,7,11.542989,931
58,57,7,2.498458,851
25,38,7,15.330758,1105
16,26,10,10.925901,615
26,11,8,16.408248,796
44,18,10,19.500933,691
4,14,14,7.636629,576
14,60,15,11.260449,1006
11,27,18,11.467750,891
57,10,16,14.742409,448
8,67,8,4.749842,631
1,17,8,6.741101,917
5,58,11,4.049358,636
45,52,20,9.444510,899
65,22,7,10.755200,510
10,48,5,3.360866,415
1,32,19,1.372160,779
12,31,11,0.688461,615
61,7,13,17.148233,330
10,55,17,11.500514,207
15,45,15,10.532683,691
22,51,8,10.785667,149
37,43,15,12.250105,1023
61,51,11,15.067981,382
42,38,10,1.863069,1020
31,56,6,13.157944,327
18,47,8,7.942730,855
11,24,11,2.031561,134
16,63,15,4.296757,1186
35,42,6,7.377077,717
27,42,5,18.175990,523
36,28,9,17.608946,183
14,34,8,15.112400,238
13,59,11,12.751525,1003
25,62,12,19.870470,967
58,45,8,16.528066,1105
60,23,12,8.747386,516
15,58,7,19.989058,840
65,6,8,17.242294,684
48,29,17,20.359211,668
32,59,18,0.369505,924
51,14,20,13.323229,1114
41,4,16,13.927933,580
36,51,18,7.725329,1082
48,20,20,20.440236,652
58,22,17,3.165740,1187
12,23,7,2.816645,106
63,41,9,11.312667,1117
16,54,6,8.485811,331
7,18,16,0.089435,858
68,21,8,15.655533,284
42,7,8,16.394674,518
19,32,7,15.599593,759
43,8,5,11.378779,335
51,12,19,1.016502,823
51,28,7,12.814289,687
57,62,8,18.480865,456
3,11,16,7.056208,212
41,23,5,11.095347,654
55,25,18,6.068260,298
39,37,8,11.751414,1184
48,37,19,16.805620,419
29,32,9,12.813574,290
6,11,6,1.042349,1107
1,47,5,16.765551,963
31,7,11,15.801500,412
16,64,7,15.473553,338
38,17,12,7.583036,1031
8,31,10,8.558932,1098
66,51,14,8.974917,395
27,44,19,20.252969,327
34,60,19,1.054570,248
60,27,13,3.978786,684
16,59,15,14.507114,613
56,12,19,2.362577,1039
9,59,20,1.332660,824
10,68,13,5.337674,1173
22,65,18,17.971698,607
52,63,13,14.734293,166
15,57,16,20.028278,514
0,64,18,19.383136,570
40,63,20,9.557066,245
61,14,11,10.772888,251
9,1,18,6.933993,872
38,64,13,15.386546,864
43,2,8,1.205596,607
25,26,11,9.198622,1084
4,2,16,17.669529,178
57,23,12,13.880524,349
67,45,12,4.091853,581
21,13,19,15.769338,299
8,16,7,19.573500,807
30,61,12,12.219653,1005
59,8,6,7.129328,265
19,59,10,13.288300,956
19,57,5,11.752208,1069
10,47,10,1.343698,592
4,11,18,17.306304,533
57,49,12,11.476745,512
62,52,9,1.759878,1152
49,56,5,10.501398,359
65,17,18,15.536622,591
31,12,12,8.085191,461
25,41,5,8.027574,223
43,55,5,0.134456,140
33,9,17,11.212413,490
5,14,10,6.259124,601
43,44,17,7.855809,1167
30,32,16,7.417119,892
38,40,5,16.852974,472
58,7,18,1.981538,1077
68,49,13,5.274967,107
45,3,18,7.821814,387
40,15,16,20.365352,594
18,57,5,2.323717,577
50,58,11,3.726365,512
53,20,12,6.882563,647
53,58,11,2.839040,1147
44,33,8,7.519497,941
54,16,18,19.518111,739
37,1,14,20.372882,290
25,36,7,12.954917,988
7,56,16,14.945511,507
62,11,5,10.779190,318
6,14,13,11.082442,613
46,2,5,9.174428,303
56,65,18,15.407146,643
47,38,5,4.875994,186
25,28,9,7.129731,1127
23,28,14,16.914271,452
17,2,5,16.410752,1046
62,46,7,16.439129,1118
50,46,18,16.463032,1001
66,17,8,15.849258,498
43,1,15,11.545276,808
9,62,9,16.724934,854
24,9,9,11.303129,591
4,31,7,18.940872,852
50,7,12,11.560278,637
38,0,19,19.217217,958
63,39,19,0.088510,887
33,37,16,11.484060,219
50,47,20,9.113797,249
7,35,19,3.875623,1154
3,28,19,0.429330,333
42,25,11,4.664070,503
47,18,20,10.544521,594
69,49,14,6.662287,888
21,15,17,11.838905,983
63,21,10,20.263382,255
67,6,20,13.974268,987
31,48,9,8.069972,684
17,5,12,17.784771,1022
39,35,13,12.148432,794
42,21,11,11.441317,223
55,3,14,5.684485,552
66,48,15,17.370875,203
3,12,19,1.459397,759
22,15,10,8.924624,320
60,42,8,19.312650,878
23,10,8,9.698266,819
30,1,13,0.222257,880
25,52,13,7.586471,1133
26,40,18,14.362497,744
9,12,10,16.227968,437
57,17,15,7.679434,788
38,56,10,6.627451,336
10,22,18,3.647104,435
65,20,20,19.634559,967
63,54,13,11.508780,717
5,30,8,14.074487,751
18,30,20,13.912900,693
51,16,17,6.929012,298
39,4,14,7.402621,724
18,36,19,13.425520,512
17,1,5,8.102350,1168
35,67,17,18.997977,990
20,39,10,12.596871,654
40,47,7,6.120394,490
14,10,7,16.867120,1011
5,52,14,12.748370,689
55,18,17,13.599217,824
44,36,5,6.555250,518
38,50,8,12.130628,1146
39,46,19,16.766518,395
56,41,14,0.392463,397
42,27,19,7.356207,573
67,64,10,2.313862,864
21,1,15,2.456187,1149
26,52,9,9.416947,687
7,41,20,5.242727,390
33,6,11,5.072063,981
8,68,18,4.774430,864
34,39,15,6.115708,1010
0,56,5,17.097647,1010
36,17,9,9.459432,489
57,35,9,5.279361,356
31,15,15,17.502249,172
68,2,17,8.165523,303
48,36,9,5.166359,1067
12,25,7,7.446337,579
0,58,6,12.846128,1016
42,30,13,3.681962,461
51,63,5,9.621053,1193
22,30,6,3.367000,1085
4,22,8,1.837071,951
26,61,18,9.474265,568
68,65,11,3.482659,746
35,28,17,4.979722,304
67,32,12,5.263565,622
56,44,7,2.646925,613
65,33,13,6.357093,827
36,45,7,17.578129,453
19,45,16,15.748305,490
53,55,9,1.153446,1073
56,4,19,1.975306,701
36,30,16,16.894092,877
44,15,15,3.136310,663
66,22,14,12.368710,354
55,2,11,6.250489,398
65,9,13,11.711496,206
7,58,16,8.155828,425
38,47,20,2.734146,1014
56,32,19,3.007893,533
50,44,5,8.132830,177
43,46,20,6.158179,1187
58,67,8,9.942434,649
60,56,16,16.435179,646
52,65,14,8.430919,313
62,42,14,16.484004,393
12,52,20,8.095523,421
69,58,12,14.636736,628
34,55,18,0.198210,628
4,7,12,17.474881,899
67,47,16,2.150193,418
42,35,10,9.109644,684
2,68,16,0.237727,1063
46,6,11,15.479168,967
1,68,8,20.381392,554
24,3,16,9.849743,686
46,24,19,12.255444,381
66,68,8,0.001832,1159
63,11,11,9.006685,854
8,42,17,0.212169,800
26,44,15,3.446010,461
27,26,8,16.570639,928
18,32,8,16.562042,223
67,26,19,8.541917,864
25,4,5,13.482076,343
8,46,8,1.077483,261
1,60,9,8.586599,1014
50,67,14,3.376184,981
63,37,17,8.428672,133
5,64,7,5.890827,428
3,8,8,7.547048,1021
48,65,5,2.060879,970
69,11,16,17.076688,865
18,20,5,10.690938,575
67,49,12,14.429571,165
11,49,11,14.712668,614
49,31,15,11.243871,172
53,17,14,18.100275,652
26,66,8,2.045663,1087
11,47,12,18.857010,787
27,33,11,13.171998,462
45,18,15,0.256666,580
3,2,16,8.914757,1159
7,17,12,14.146928,913
42,58,6,7.466364,1198
44,42,9,8.619747,339
29,65,8,6.713453,1177
27,59,13,19.936751,976
18,54,13,12.147576,750
49,27,12,16.176264,197
64,57,11,20.221693,653
67,66,15,0.488799,1031
12,29,14,9.322577,694
14,61,7,19.925837,185
9,51,17,4.374230,511
25,30,12,17.689158,527
57,32,19,15.610042,770
43,37,12,1.439355,744
51,57,19,16.804518,283
57,28,17,2.113956,666
30,47,7,1.417486,1060
8,10,11,18.157146,983
60,37,5,14.809794,157
32,51,12,17.994319,819
62,45,15,11.156981,364
51,27,8,0.404723,710
62,30,12,11.951166,466
44,48,12,12.564300,1151
40,29,18,1.218340,339
24,62,11,7.698359,649
4,32,16,19.044946,596
14,15,11,6.829003,698
22,27,17,20.354462,850
65,49,6,12.608372,756
48,44,10,19.017694,379
20,68,8,3.474828,797
31,45,7,6.119938,203
37,24,15,2.453701,1157
45,60,8,8.421506,971
24,17,15,17.128702,693
22,3,17,18.243583,265
7,28,20,19.114725,144
44,58,11,9.276474,771
30,55,20,9.272714,583
66,21,19,0.987024,777
36,9,17,8.280176,781
55,7,11,0.265595,151
29,22,13,18.002766,202
29,68,12,18.196485,827
53,13,13,17.657276,848
51,8,8,0.468965,213
49,12,14,19.426716,555
44,8,13,7.343628,187
14,18,7,14.029049,124
65,68,13,7.849519,1188
19,2,6,15.969171,197
61,34,15,14.945062,414
24,28,8,12.320820,641
50,61,13,8.766514,943
4,52,10,15.483072,547
21,51,16,8.000932,164
4,58,19,18.864983,828
43,58,8,13.811986,503
55,26,9,9.825802,1082
16,21,18,0.463819,904
1,43,9,7.349929,1007
40,41,6,3.203825,906
40,38,11,5.515810,687
58,23,11,8.420845,740
48,15,5,8.752124,346
55,23,19,0.239406,213
61,46,9,8.037174,1136
57,60,6,6.705009,518
4,18,18,1.365977,688
28,1,17,5.487387,450
69,48,16,7.701436,343
26,54,11,16.479869,847
3,51,17,10.212573,811
44,16,14,8.743595,1003
14,44,19,0.478877,909
7,54,7,8.400372,538
62,43,9,13.355334,116
35,10,12,3.930584,605
52,2,15,5.904721,1031
4,34,11,1.037160,984
12,10,14,16.122226,935
54,32,7,16.763894,239
49,14,16,19.332291,851
41,57,15,5.433426,1197
37,33,16,8.996800,285
8,54,10,12.761782,586
28,24,15,2.457600,1001
13,54,20,0.103319,863
5,29,16,10.617931,481
50,54,11,17.916073,167
7,34,14,5.420285,1027
34,40,19,17.479395,802
51,35,16,19.089144,1049
21,12,19,4.370826,230
28,49,16,19.743552,1033
59,39,14,3.082740,663
34,68,18,9.422186,328
9,28,16,20.487004,855
7,32,12,6.068915,679
38,59,8,17.275185,901
26,49,7,19.240628,463
68,24,19,19.439185,276
8,43,14,11.770526,914
49,6,17,12.852675,718
12,60,17,17.656803,835
59,6,14,7.013454,290
48,2,13,1.981354,943
39,34,17,18.357397,420
58,4,17,15.053021,743
40,11,6,19.469350,696
56,36,17,11.710651,990
15,13,15,8.668644,517
32,47,17,7.310634,1135
44,28,13,7.941216,187
10,21,13,14.038714,142
18,1,19,15.966476,197
19,30,7,5.616129,829
69,15,19,9.821429,225
17,67,19,18.533297,201
8,3,10,5.447978,854
1,36,12,20.044972,268
2,50,6,17.066902,763
55,28,18,10.798571,519
40,3,8,4.986297,468
48,22,17,4.248011,954
37,20,16,2.641643,747
29,5,13,4.705038,945
46,48,5,1.961437,194
30,58,13,15.540263,663
28,2,11,3.307515,520
7,27,12,9.176139,1153
47,49,12,7.930427,323
48,38,5,3.113901,886
51,45,8,6.964820,1179
22,8,14,16.011606,1072
56,66,12,19.645418,1069
1,12,19,17.006162,255
67,7,12,6.164916,447
29,33,14,17.488244,843
41,22,8,7.509866,1089
41,12,6,8.617170,825
43,45,5,8.964509,735
28,46,17,16.444455,661
7,1,11,17.891668,493
69,26,15,0.517741,420
65,12,11,1.359193,132
55,37,13,2.732913,1150
36,12,10,20.255174,928
55,0,17,7.016580,1063
30,4,20,15.534568,270
58,17,14,15.841298,1140
11,51,13,10.372793,947
21,36,19,6.752470,1131
68,36,13,4.525322,498
54,30,7,5.398777,928
43,17,11,1.552555,344
13,22,8,11.539766,130
33,32,16,18.150303,985
49,63,13,3.375565,166
32,39,11,12.160011,696
19,48,7,17.967191,448
19,31,9,7.623534,939
34,16,8,3.755847,612
55,61,18,6.853846,259
56,21,9,20.219972,155
11,52,18,17.104467,799
59,26,16,9.800570,154
63,30,20,20.054187,455
9,30,14,10.217336,448
42,46,20,8.698249,1182
0,23,14,9.426170,1155
35,66,7,4.547977,289
41,25,15,3.587225,1170
16,55,13,14.554264,660
49,20,10,7.673422,124
23,29,20,19.039952,321
69,27,14,6.609842,1044
68,37,19,18.829536,288
8,39,11,1.074851,460
69,65,16,15.175863,815
60,46,8,8.910394,564
65,57,11,13.249921,982
21,16,5,20.260178,278
8,32,20,13.540284,316
46,21,20,17.598381,843
42,24,11,19.395282,1027
59,34,15,15.954612,799
5,22,12,18.753730,270
13,10,10,0.840058,461
17,43,5,7.724379,761
1,27,11,19.479307,827
66,36,14,6.585546,1083
61,3,7,4.561390,843
38,24,11,18.604448,707
48,47,17,8.358992,509
61,50,7,9.507768,100
40,66,20,10.019068,1123
12,32,8,10.019414,1080
0,32,19,9.066839,708
12,33,10,5.521230,271
64,46,20,17.481106,781
66,8,9,16.009875,811
11,58,7,15.806293,410
2,1,9,17.046269,265
56,23,15,7.324443,142
31,38,11,18.764175,1151
4,47,10,5.022388,495
66,15,16,10.039377,1171
13,28,18,16.135796,702
31,9,19,13.882500,1070
2,30,5,17.248881,223
63,59,9,3.637289,763
40,7,9,6.936124,885
61,68,11,6.927603,432
38,54,15,15.759301,220
7,2,5,18.648992,233
65,45,14,10.304770,1154
57,3,7,14.345864,1178
14,49,6,0.224177,632
29,15,20,14.494038,765
28,25,15,3.765889,1042
0,20,14,10.606705,210
2,3,19,3.709151,1047
64,12,8,13.586619,917
47,61,20,5.573978,1191
1,28,15,3.830231,579
13,52,12,0.213688,187
20,57,9,5.360926,651
50,4,7,11.249725,1010
15,1,20,8.858464,1069
42,11,6,18.913742,1112
36,58,12,8.007346,505
45,55,5,14.600911,780
53,39,10,15.045664,138
43,11,13,19.790908,1083
32,27,6,2.432576,903
30,45,20,18.136472,366
3,50,17,0.404593,241
23,66,9,13.845057,793
23,47,10,17.813292,1007
46,41,12,14.651155,632
45,35,12,3.737046,588
32,36,13,2.878151,1001
67,41,15,3.616037,928
27,48,20,9.702674,1008
10,42,14,17.015332,318
42,48,17,5.256310,1099
4,9,17,15.043456,387
24,54,13,17.807630,645
52,34,12,13.204459,1200
18,66,14,5.304634,224
53,24,11,18.372948,588
31,58,7,15.027183,1184
59,23,13,17.498664,586
30,8,19,3.361883,237
3,57,13,13.917662,947
14,38,14,13.177444,138
63,15,17,6.200431,655
11,4,10,5.181434,367
49,8,8,15.950884,1045
42,36,19,7.726318,404
25,37,13,8.642241,623
46,35,18,0.701441,248
47,51,13,8.552471,923
57,18,20,12.166449,1175
22,37,18,1.929752,830
32,55,6,15.633946,110
8,56,13,5.543911,1004
56,40,18,2.707017,1023
7,55,10,3.850420,613
9,15,13,3.784772,738
1,16,7,18.257165,1007
14,57,17,5.513446,273
36,38,10,1.076369,692
13,58,16,18.739844,473
37,36,10,17.527370,610
41,47,8,14.009830,536
9,14,14,2.137718,482
14,63,12,2.412418,595
54,45,16,18.270777,427
38,15,12,1.432963,116
1,45,13,3.971579,621
13,48,15,18.683793,284
60,43,16,1.279972,374
12,47,9,10.350167,309
52,32,11,0.459369,1005
60,20,20,13.837779,535
10,57,15,12.781220,611
39,44,15,15.221951,388
64,62,17,18.619077,504
43,28,19,11.042353,1099
38,1,11,12.375169,488
9,29,16,14.905936,281
50,37,18,18.916956,433
51,4,19,9.541491,641
65,60,6,3.119805,1101
34,0,17,2.157780,468
51,54,16,6.078643,821
56,58,14,6.035504,985
0,54,8,2.995421,1027
55,41,15,1.400906,826
34,41,11,12.058110,101
68,44,19,16.486044,1191
21,48,11,14.035091,488
